"COUNTY","GEOID","DESCRIPTION","REGION","YEAR","UNEMPLOYMENT","IN_LABOR_FORCE","FRONTLINE_OCC","HIGH_UNEMP_OCC","UNEMPLOYMENT_2019_RR","FRONTLINE_OCC_RR","HIGH_UNEMP_OCC_RR"
"48201","4804612","Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.022,0.522,0.203,0.144,0.92,0.85,1.03
"48201","4804617","Houston City (South)--Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.04,0.514,0.288,0.196,1.66,1.21,1.41
"48201","4804620","Houston (Southeast) & Webster Cities, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.024,0.536,0.239,0.167,1,1.01,1.2
"48201","4804602","Houston City (East Central)--East of I-45 & Inside Loop I-610, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.01,0.446,0.242,0.148,0.42,1.02,1.06
"48201","4804632","Harris County (Far Northwest)--Katy City (Northeast), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.031,0.52,0.222,0.122,1.29,0.93,0.88
"48201","4804636","Houston City (West)--East of TX-6 & West of Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.024,0.55,0.183,0.119,1,0.77,0.85
"48201","4804637","Houston City (West)--Westpark Tollway, West of Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.023,0.52,0.221,0.148,0.96,0.93,1.06
"48201","4804603","Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.031,0.486,0.278,0.125,1.29,1.17,0.9
"48201","4804604","Houston City (West Central)--South of I-10 & Inside Loop I-610, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.015,0.679,0.161,0.095,0.62,0.68,0.68
"48201","4804606","Houston (East), Galena Park, Jacinto Cities & Cloverleaf, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.026,0.459,0.272,0.211,1.08,1.15,1.52
"48201","4804635","Houston City (West)--South of I-10 & West of TX-6, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.017,0.569,0.229,0.134,0.71,0.96,0.96
"48201","4804634","Harris County (West)--Houston City (West)--North of US-90 & West of TX-6, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.025,0.544,0.276,0.187,1.04,1.16,1.34
"48201","4804638","Houston City (Southwest)--East of TX-6 & West of Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.027,0.525,0.26,0.196,1.12,1.09,1.41
"48201","4804616","Houston City (Southwest)--Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.021,0.509,0.32,0.141,0.87,1.35,1.01
"48201","4804633","Harris County (Northwest)--South of US-290 & West of TX-6, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.028,0.533,0.33,0.126,1.16,1.39,0.91
"48201","4804610","Houston City (North)--West of Aldine & Inside Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.013,0.489,0.227,0.153,0.54,0.96,1.1
"48201","4804631","Harris County (Northwest)--North of US-290 & North of FM-1960, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.039,0.54,0.285,0.101,1.62,1.2,0.73
"48201","4804622","Harris County (East)--Deer Park, La Porte (North) Cities & Channelview, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.027,0.517,0.258,0.147,1.12,1.09,1.06
"48201","4804605","Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.05,0.472,0.232,0.128,2.08,0.98,0.92
"48201","4804618","Houston City (Southeast)--West of Pasadena City & Outside Loop I-610, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.022,0.432,0.253,0.138,0.92,1.07,0.99
"48201","4804608","Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.01,0.407,0.244,0.204,0.42,1.03,1.47
"48201","4804623","Harris County (East)--Baytown City, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.025,0.484,0.178,0.168,1.04,0.75,1.21
"48201","4804621","Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.036,0.528,0.184,0.141,1.5,0.77,1.01
"48201","4804629","Harris County (North)--North of FM-1960, West of I-45 & East of TX-249, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.017,0.554,0.247,0.098,0.71,1.04,0.7
"48201","4804624","Harris County (Northeast)--Houston City (Far Northeast), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.024,0.446,0.147,0.144,1,0.62,1.03
"48201","4804615","Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.043,0.506,0.273,0.188,1.79,1.15,1.35
"48291","4804400","Houston-Galveston Area Council--Liberty & Chambers Counties, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.018,0.423,0.217,0.104,0.75,0.91,0.75
"48339","4804503","Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.029,0.541,0.142,0.16,1.21,0.6,1.15
"48339","4804502","Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.014,0.512,0.219,0.114,0.58,0.92,0.82
"48339","4804501","Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.017,0.488,0.232,0.177,0.71,0.98,1.27
"48339","4804504","Houston-Galveston Area Council--Montgomery County (Southeast), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.015,0.473,0.181,0.1,0.62,0.76,0.72
"48473","4805000","Houston-Galveston Area Council (West), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.025,0.453,0.272,0.111,1.04,1.15,0.8
"48041","4803602","Brazos Valley COG--Brazos County--College Station & Bryan Cities, Texas","College Station-Bryan, TX",2019,0.016,0.517,0.219,0.179,1,1,1
"48049","4802600","West Central Texas COG (Outside Taylor County), Texas","Brownwood, TX",2019,0.017,0.443,0.311,0.134,1,1,1
"48061","4806703","Cameron County (South)--Brownsville City (Central), Texas","Brownsville-Harlingen, TX",2019,0.025,0.425,0.337,0.122,1.22,1.05,0.85
"48061","4806702","Cameron County (West)--Harlingen & San Benito Cities, Texas","Brownsville-Harlingen, TX",2019,0.018,0.411,0.339,0.157,0.88,1.05,1.1
"48061","4806701","Cameron County (East)--Brownsville City (North), Texas","Brownsville-Harlingen, TX",2019,0.018,0.422,0.284,0.152,0.88,0.88,1.06
"48085","4801905","Collin County (Central)--McKinney City, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.011,0.529,0.23,0.14,0.5,0.97,0.96
"48085","4801904","Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.022,0.536,0.241,0.13,1.01,1.01,0.9
"48085","4801903","Collin County (Southwest)--Plano City (Central), Texas","Dallas-Fort Worth-Arlington, TX",2019,0.025,0.565,0.211,0.151,1.15,0.89,1.04
"48085","4801907","Collin County (East), Texas","Dallas-Fort Worth-Arlington, TX",2019,0.021,0.531,0.186,0.137,0.96,0.78,0.94
"48085","4801901","Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.04,0.608,0.167,0.161,1.84,0.7,1.11
"48085","4801906","Collin County (Northwest)--Frisco City (East) & Prosper Town, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.018,0.53,0.19,0.121,0.83,0.8,0.83
"48085","4801902","Collin County (Southwest)--Plano City (West), Texas","Dallas-Fort Worth-Arlington, TX",2019,0.024,0.575,0.158,0.096,1.1,0.66,0.66
"48113","4802308","Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.02,0.529,0.244,0.185,0.92,1.03,1.27
"48113","4802305","Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.007,0.438,0.316,0.153,0.32,1.33,1.05
"48113","4802310","Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.025,0.656,0.215,0.145,1.15,0.9,1
"48113","4802312","Dallas (West Central), University Park Cities & Highland Park Town, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.026,0.555,0.228,0.124,1.19,0.96,0.85
"48113","4802304","Dallas County (Southeast)--Dallas City (Southeast), Texas","Dallas-Fort Worth-Arlington, TX",2019,0.021,0.398,0.223,0.171,0.96,0.94,1.18
"48113","4802314","Dallas City (East Central)--South of I-30 & East of I-35E, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.031,0.429,0.257,0.167,1.42,1.08,1.15
"48113","4802302","Dallas County (Northeast)--Garland City (South), Texas","Dallas-Fort Worth-Arlington, TX",2019,0.019,0.494,0.233,0.167,0.87,0.98,1.15
"48113","4802316","Dallas City (South Central)--North of I-20 & West of I-35E, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.031,0.458,0.269,0.139,1.42,1.13,0.96
"48113","4802320","Dallas County (West)--Irving (South) & Grand Prairie (North) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.02,0.491,0.241,0.188,0.92,1.01,1.29
"48113","4802301","Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.027,0.572,0.252,0.137,1.24,1.06,0.94
"48113","4802322","Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.011,0.572,0.164,0.127,0.5,0.69,0.87
"48113","4802311","Dallas City (North)--South of I-635 & West of US-75, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.016,0.544,0.159,0.121,0.73,0.67,0.83
"48113","4802307","Dallas City (Northeast)--East of US-75, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.019,0.549,0.251,0.154,0.87,1.06,1.06
"48113","4802313","Dallas City (Downtown)--North of I-30, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.02,0.712,0.154,0.138,0.92,0.65,0.95
"48113","4802309","Dallas (Far North) & Richardson (Southwest) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.022,0.518,0.212,0.167,1.01,0.89,1.15
"48113","4802315","Dallas City (West Central)--East of Loop TX-12 & West of I-35E, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.032,0.497,0.204,0.168,1.47,0.86,1.16
"48113","4802317","Dallas County (South)--DeSoto & Lancaster Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.044,0.524,0.247,0.173,2.02,1.04,1.19
"48113","4802303","Dallas County (East)--Mesquite City (Central & Southeast), Texas","Dallas-Fort Worth-Arlington, TX",2019,0.027,0.546,0.272,0.132,1.24,1.14,0.91
"48113","4802306","Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.012,0.522,0.23,0.16,0.55,0.97,1.1
"48113","4802319","Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.033,0.496,0.297,0.125,1.51,1.25,0.86
"48113","4802318","Dallas County (Southwest)--Cedar Hill & Duncanville Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.04,0.527,0.301,0.113,1.84,1.27,0.78
"48113","4802321","Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.02,0.591,0.213,0.189,0.92,0.9,1.3
"48121","4802005","Denton County (Central)--Denton (Central) & Corinth Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.019,0.594,0.19,0.214,0.87,0.8,1.47
"48121","4802003","Denton County (South Central)--Flower Mound Town & Highland Village City, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.019,0.55,0.202,0.106,0.87,0.85,0.73
"48121","4802002","Denton County (Southeast)--Lewisville City, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.017,0.61,0.207,0.139,0.78,0.87,0.96
"48121","4802006","Denton County (North & West)--Denton City (Outer), Texas","Dallas-Fort Worth-Arlington, TX",2019,0.015,0.552,0.243,0.124,0.69,1.02,0.85
"48121","4802001","Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.017,0.631,0.228,0.125,0.78,0.96,0.86
"48121","4802004","Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.016,0.535,0.238,0.151,0.73,1,1.04
"48139","4802101","Ellis County, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.024,0.528,0.27,0.103,1.1,1.14,0.71
"48221","4802200","North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.031,0.479,0.29,0.13,1.42,1.22,0.9
"48231","4800900","Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.016,0.484,0.233,0.128,0.73,0.98,0.88
"48251","4802102","Johnson County, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.013,0.495,0.299,0.127,0.6,1.26,0.87
"48257","4801400","Kaufman County, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.022,0.514,0.259,0.094,1.01,1.09,0.65
"48367","4802400","Parker County, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.016,0.485,0.255,0.144,0.73,1.07,0.99
"48439","4802502","Tarrant County (East)--Euless (South & West) & Arlington (North) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.023,0.616,0.255,0.146,1.06,1.07,1.01
"48439","4802513","Fort Worth City (South Central) & Edgecliff Village Town, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.029,0.502,0.247,0.135,1.33,1.04,0.93
"48439","4802511","Fort Worth City (North)--East of I-35W & West of US-377, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.025,0.558,0.256,0.163,1.15,1.08,1.12
"48439","4802508","Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.023,0.438,0.29,0.166,1.06,1.22,1.14
"48439","4802506","Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.031,0.522,0.319,0.115,1.42,1.34,0.79
"48439","4802503","Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.035,0.5,0.241,0.168,1.61,1.01,1.16
"48439","4802515","Tarrant County (West)--Fort Worth City (West), Texas","Dallas-Fort Worth-Arlington, TX",2019,0.01,0.501,0.255,0.168,0.46,1.07,1.16
"48439","4802507","Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.027,0.537,0.253,0.177,1.24,1.06,1.22
"48439","4802512","Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.032,0.498,0.258,0.163,1.47,1.09,1.12
"48439","4802501","Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.024,0.555,0.195,0.15,1.1,0.82,1.03
"48439","4802505","Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.015,0.521,0.21,0.125,0.69,0.88,0.86
"48439","4802510","Tarrant County (North)--North Richland Hills (North) & Keller Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.014,0.531,0.256,0.139,0.64,1.08,0.96
"48439","4802514","Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.023,0.529,0.275,0.163,1.06,1.16,1.12
"48439","4802504","Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.021,0.53,0.237,0.177,0.96,1,1.22
"48439","4802516","Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.011,0.497,0.25,0.176,0.5,1.05,1.21
"48439","4802509","Fort Worth (Northeast) & Hurst (South) Cities--North of I-30, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.025,0.542,0.258,0.153,1.15,1.09,1.05
"48497","4800600","North Texas Regional Planning Commission (Outside Wichita County) & Wise County, Texas","Dallas-Fort Worth-Arlington, TX",2019,0.015,0.487,0.326,0.151,0.69,1.37,1.04
"48135","4803100","Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City, Texas","Odessa, TX",2019,0.013,0.488,0.209,0.153,1,1,1
"48141","4803304","El Paso City (Central), Texas","El Paso, TX",2019,0.027,0.433,0.31,0.165,1.06,1.15,1.16
"48141","4803301","El Paso County (Outside El Paso City)--Socorro & Horizon Cities, Texas","El Paso, TX",2019,0.018,0.444,0.279,0.1,0.7,1.03,0.7
"48141","4803305","El Paso City (North), Texas","El Paso, TX",2019,0.034,0.464,0.245,0.17,1.33,0.91,1.19
"48141","4803303","El Paso City (Southeast), Texas","El Paso, TX",2019,0.013,0.482,0.266,0.149,0.51,0.99,1.05
"48141","4803302","El Paso City (East), Texas","El Paso, TX",2019,0.038,0.515,0.248,0.162,1.49,0.92,1.14
"48141","4803306","El Paso City (Northwest), Texas","El Paso, TX",2019,0.022,0.499,0.288,0.119,0.86,1.07,0.84
"48179","4800100","Panhandle Regional Planning Commission (Outside Potter & Randall Counties), Texas","Pampa, TX",2019,0.011,0.455,0.403,0.134,1,1,1
"48181","4800800","Texoma COG--Grayson, Cooke & Fannin Counties, Texas","Sherman-Denison, TX",2019,0.019,0.475,0.29,0.164,1,1,1
"48183","4801600","East Texas COG (Central)--Gregg County--Longview City, Texas","Longview, TX",2019,0.013,0.473,0.316,0.152,0.69,1.02,1.12
"48401","4801700","East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties, Texas","Longview, TX",2019,0.025,0.423,0.306,0.119,1.33,0.98,0.87
"48189","4800400","South Plains Association of Governments (Outside Lubbock County), Texas","Plainview, TX",2019,0.016,0.449,0.391,0.138,1,1,1
"48203","4801200","East Texas COG (Northeast)--Harrison, Upshur & Marion Counties, Texas","Marshall, TX",2019,0.019,0.429,0.308,0.105,1,1,1
"48213","4801800","East Texas COG (Southwest)--Henderson & Anderson Counties, Texas","Athens, TX",2019,0.016,0.396,0.311,0.113,1,1,1
"48215","4806802","Hidalgo County (East)--Alamo & Donna Cities, Texas","McAllen-Edinburg-Mission, TX",2019,0.009,0.386,0.331,0.131,0.33,1.17,0.82
"48215","4806804","Hidalgo County (North Central)--Edinburg City, Texas","McAllen-Edinburg-Mission, TX",2019,0.041,0.464,0.238,0.142,1.51,0.84,0.89
"48215","4806807","Hidalgo County (North & West), Texas","McAllen-Edinburg-Mission, TX",2019,0.023,0.372,0.355,0.123,0.85,1.25,0.77
"48215","4806801","Hidalgo County (Southeast)--Weslaco & Mercedes Cities, Texas","McAllen-Edinburg-Mission, TX",2019,0.012,0.394,0.272,0.182,0.44,0.96,1.14
"48215","4806803","Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities, Texas","McAllen-Edinburg-Mission, TX",2019,0.03,0.389,0.238,0.23,1.1,0.84,1.44
"48215","4806805","Hidalgo County (Central)--McAllen City, Texas","McAllen-Edinburg-Mission, TX",2019,0.028,0.492,0.277,0.142,1.03,0.98,0.89
"48215","4806806","Hidalgo County (Southwest)--Mission City, Texas","McAllen-Edinburg-Mission, TX",2019,0.04,0.444,0.292,0.173,1.47,1.03,1.09
"48227","4802800","Concho Valley COG & Permian Basin Regional Planning Commission (East), Texas","Big Spring, TX",2019,0.015,0.461,0.306,0.169,1,1,1
"48245","4804301","Jefferson County (North Central)--Beaumont City, Texas","Beaumont-Port Arthur, TX",2019,0.017,0.47,0.266,0.147,1.07,1.07,0.99
"48245","4804302","Jefferson County (Outside Beaumont City)--Port Arthur City, Texas","Beaumont-Port Arthur, TX",2019,0.012,0.404,0.26,0.119,0.76,1.05,0.8
"48361","4804200","Orange & Hardin Counties, Texas","Beaumont-Port Arthur, TX",2019,0.018,0.487,0.225,0.173,1.14,0.91,1.17
"48249","4806900","Coastal Bend COG (Southeast) & Willacy County, Texas","Alice, TX",2019,0.026,0.449,0.261,0.117,1,1,1
"48265","4806000","Alamo Area COG (Northwest) & Blanco County, Texas","Kerrville, TX",2019,0.024,0.477,0.264,0.22,1,1,1
"48277","4801000","Ark-Tex COG (West), Texas","Paris, TX",2019,0.02,0.463,0.351,0.107,1,1,1
